PhiDot;Phi;Temp;kf 
0.1;0.6;500;473.39
0.1;0.62;500;473.39
0.1;0.64;500;473.39
0.1;0.66;500;473.94
0.1;0.68;500;474.33
0.1;0.7;500;474.33
1.5;0.04;500;324.95
1.5;0.06;500;374.02
1.5;0.08;500;409.82
1.5;0.1;500;438.67
1.5;0.12;500;460.93
1.5;0.14;500;478.67
1.5;0.16;500;493.03
1.5;0.18;500;504.84
1.5;0.2;500;514.84
1.5;0.22;500;523.77
1.5;0.24;500;530.89
1.5;0.26;500;537.45
1.5;0.28;500;542.26
1.5;0.3;500;546.87
1.5;0.32;500;550.64
1.5;0.34;500;554.16
1.5;0.36;500;556.3
1.5;0.38;500;558.65
1.5;0.4;500;561.01
1.5;0.42;500;562.89
1.5;0.44;500;565.19
1.5;0.46;500;566.66
1.5;0.48;500;568.54
1.5;0.5;500;570.43
1.5;0.52;500;571.37
1.5;0.54;500;572.31
1.5;0.56;500;573.72
1.5;0.58;500;575.14
1.5;0.6;500;576.08
1.5;0.62;500;577.02
1.5;0.64;500;578.31
1.5;0.66;500;579.38
1.5;0.68;500;580.79
1.5;0.7;500;581.73
90;0.04;500;366.79
90;0.06;500;419.24
90;0.08;500;458.33
90;0.1;500;487.93
90;0.12;500;514.39
90;0.14;500;535.48
90;0.16;500;553.17
90;0.18;500;567.49
90;0.2;500;579.38
90;0.22;500;590.16
90;0.24;500;598.69
90;0.26;500;605.81
90;0.28;500;612.44
90;0.3;500;618.47
90;0.32;500;623.18
90;0.34;500;627.17
90;0.36;500;630.72
90;0.38;500;634.49
90;0.4;500;637.31
90;0.42;500;640.14
90;0.44;500;642.02
90;0.46;500;643.44
90;0.48;500;644.38
90;0.5;500;645.25
90;0.52;500;645.43
90;0.54;500;645.79
90;0.56;500;645.98
90;0.58;500;646.73
90;0.6;500;645.79
90;0.62;500;645.79
90;0.64;500;645.32
90;0.66;500;644.38
90;0.68;500;644.38
90;0.7;500;644.38
0.1;0.04;600;184.36
0.1;0.06;600;203.32
0.1;0.08;600;217.58
0.1;0.1;600;228.93
0.1;0.12;600;238.88
0.1;0.14;600;246.58
0.1;0.16;600;253.13
0.1;0.18;600;258.42
0.1;0.2;600;263.02
0.1;0.22;600;267.17
0.1;0.24;600;270.91
0.1;0.26;600;273.72
0.1;0.28;600;275.59
0.1;0.3;600;278.4
0.1;0.32;600;280.27
0.1;0.34;600;282.61
0.1;0.36;600;284.01
0.1;0.38;600;284.95
0.1;0.4;600;286.35
0.1;0.42;600;287.75
0.1;0.44;600;288.22
0.1;0.46;600;288.73
0.1;0.48;600;289.16
0.1;0.5;600;289.16
0.1;0.52;600;289.16
0.1;0.54;600;289.62
0.1;0.56;600;290.09
0.1;0.58;600;291.03
0.1;0.6;600;290.89
0.1;0.62;600;290.56
0.1;0.64;600;291.14
0.1;0.66;600;291.96
0.1;0.68;600;291.96
0.1;0.7;600;292.43
1.5;0.04;600;219.94
1.5;0.06;600;248.13
1.5;0.08;600;268.6
1.5;0.1;600;285.08
