PhiDot;Phi;Temp;kf
8;0.3;1000;167.603
8;0.3;1100;121.983
8;0.325;800;313.554
8;0.325;900;230.579
8;0.325;1000;167.603
8;0.325;1100;121.983
8;0.35;800;314.545
8;0.35;900;232.397
8;0.35;1000;167.603
8;0.35;1100;121.983
8;0.375;800;315.868
8;0.375;900;233.884
8;0.375;1000;167.603
8;0.375;1100;121.983
8;0.4;800;316.364
8;0.4;900;234.876
8;0.4;1000;166.777
8;0.4;1100;121.983
8;0.425;800;318.347
8;0.425;900;234.876
8;0.425;1000;166.281
8;0.425;1100;121.983
8;0.45;800;318.347
8;0.45;900;234.876
8;0.45;1000;165.455
8;0.45;1100;121.983
8;0.475;800;317.851
8;0.475;900;234.876
8;0.475;1000;163.967
8;0.475;1100;121.983
8;0.5;800;317.851
8;0.5;900;234.876
8;0.5;1000;163.967
8;0.5;1100;121.983
8;0.525;800;317.851
8;0.525;900;233.554
8;0.525;1000;161.983
8;0.525;1100;121.983
8;0.55;800;317.851
8;0.55;900;232.397
8;0.55;1000;161.983
8;0.55;1100;120.661
8;0.575;800;315.702
8;0.575;900;230.909
8;0.575;1000;160.826
8;0.575;1100;120.661
8;0.6;800;315.702
8;0.6;900;230.909
