PhiDot;Phi;Temp;kf
8;0.6;1000;159.835
8;0.6;1100;120.661
8;0.625;800;314.05
8;0.625;900;227.769
8;0.625;1000;158.017
8;0.625;1100;118.843
8;0.65;800;314.05
8;0.65;900;226.281
8;0.65;1000;155.537
8;0.65;1100;117.521
8;0.675;800;312.562
8;0.675;900;224.628
8;0.675;1000;155.537
8;0.675;1100;116.529
8;0.7;800;311.405
8;0.7;900;222.479
8;0.7;1000;155.537
8;0.7;1100;115.372
8;0.725;800;310.083
8;0.725;900;219.339
8;0.725;1000;153.388
8;0.725;1100;113.719
8;0.75;800;309.091
8;0.75;900;216.86
8;0.75;1000;151.57
8;0.75;1100;112.066
8;0.775;800;307.769
8;0.775;900;215.537
8;0.775;1000;151.57
8;0.775;1100;110.744
8;0.8;800;305.785
8;0.8;900;213.058
8;0.8;1000;149.421
8;0.8;1100;108.43
40;0.05;800;311.755
40;0.05;900;209.934
40;0.05;1000;160.099
40;0.05;1100;118.212
40;0.075;800;331.954
40;0.075;900;225
40;0.075;1000;171.026
40;0.075;1100;127.98
40;0.1;800;345.861
40;0.1;900;235.265
40;0.1;1000;178.477
40;0.1;1100;134.106
40;0.125;800;357.947
40;0.125;900;242.384
40;0.125;1000;183.775
40;0.125;1100;137.252
40;0.15;800;368.046
40;0.15;900;248.675
40;0.15;1000;187.748
40;0.15;1100;139.57
40;0.175;800;373.675
40;0.175;900;255.132
40;0.175;1000;190.894
40;0.175;1100;143.377
40;0.2;800;378.974
40;0.2;900;258.278
40;0.2;1000;193.709
40;0.2;1100;145.695
40;0.225;800;384.437
40;0.225;900;261.755
40;0.225;1000;196.854
40;0.225;1100;146.854
40;0.25;800;387.914
40;0.25;900;264.901
40;0.25;1000;199.172
40;0.25;1100;148.179
40;0.275;800;390.728
40;0.275;900;267.715
40;0.275;1000;199.172
40;0.275;1100;148.841
40;0.3;800;390.728
40;0.3;900;269.536
40;0.3;1000;199.172
40;0.3;1100;149.669
40;0.325;800;390.728
40;0.325;900;272.02
40;0.325;1000;199.172
40;0.325;1100;151.159
40;0.35;800;390.728
40;0.35;900;274.338
40;0.35;1000;199.172
40;0.35;1100;151.159
40;0.375;800;390.728
40;0.375;900;274.338
40;0.375;1000;199.172
40;0.375;1100;151.159
40;0.4;800;389.073
40;0.4;900;274.338
40;0.4;1000;199.172
40;0.4;1100;151.656
40;0.425;800;387.252
40;0.425;900;275.828
40;0.425;1000;200.828
40;0.425;1100;152.483
40;0.45;800;386.258
40;0.45;900;276.656
40;0.45;1000;200.828
40;0.45;1100;152.483
40;0.475;800;386.258
40;0.475;900;276.656
40;0.475;1000;200.828
40;0.475;1100;151.656
40;0.5;800;386.258
40;0.5;900;276.656
40;0.5;1000;200.828
40;0.5;1100;151.656
40;0.525;800;386.258
40;0.525;900;276.656
40;0.525;1000;200.828
40;0.525;1100;151.656
40;0.55;800;386.258
40;0.55;900;276.656
40;0.55;1000;199.172
40;0.55;1100;151.656
40;0.575;800;386.258
40;0.575;900;276.656
40;0.575;1000;199.172
40;0.575;1100;151.656
40;0.6;800;386.258
40;0.6;900;276.656
40;0.6;1000;199.172
40;0.6;1100;151.656
40;0.625;800;383.94
40;0.625;900;275.497
40;0.625;1000;199.172
40;0.625;1100;151.656
40;0.65;800;381.788
40;0.65;900;274.172
40;0.65;1000;197.517
40;0.65;1100;151.656
40;0.675;800;380.795
40;0.675;900;274.172
40;0.675;1000;195.53
40;0.675;1100;151.656
40;0.7;800;379.305
40;0.7;900;272.351
40;0.7;1000;195.53
40;0.7;1100;151.656
40;0.725;800;378.311
40;0.725;900;270.861
40;0.725;1000;194.04
40;0.725;1100;151.656
40;0.75;800;376.821
40;0.75;900;270.861
40;0.75;1000;192.384
40;0.75;1100;151.656
40;0.775;800;374.834
40;0.775;900;268.543
40;0.775;1000;190.894
40;0.775;1100;151.656
40;0.8;800;372.02
40;0.8;900;266.556
40;0.8;1000;189.073
40;0.8;1100;151.656
