PhiDot;Phi;Temp;kf
40;0.05;900;190.063
40;0.05;1000;153.496
40;0.05;1100;107.413
40;0.05;1200;881.991
40;0.075;900;205.144
40;0.075;1000;164.13
40;0.075;1100;116.097
40;0.075;1200;928.442
40;0.1;900;218.223
40;0.1;1000;171.2
40;0.1;1100;121.75
40;0.1;1200;963.861
40;0.125;900;227.296
40;0.125;1000;177.861
40;0.125;1100;125.83
40;0.125;1200;992.893
40;0.15;900;234.542
40;0.15;1000;183.003
40;0.15;1100;128.569
40;0.15;1200;100.915
40;0.175;900;238.725
40;0.175;1000;186.742
40;0.175;1100;131.6
40;0.175;1200;102.657
40;0.2;900;242.436
40;0.2;1000;189.898
40;0.2;1100;133.465
40;0.2;1200;104.457
40;0.225;900;245.559
40;0.225;1000;192.468
40;0.225;1100;135.621
40;0.225;1200;105.676
40;0.25;900;247.679
40;0.25;1000;194.806
40;0.25;1100;137.778
40;0.25;1200;106.663
40;0.275;900;249.565
40;0.275;1000;195.974
40;0.275;1100;138.943
40;0.275;1200;107.767
40;0.3;900;250.448
40;0.3;1000;197.552
40;0.3;1100;139.643
40;0.3;1200;108.754
40;0.325;900;251.509
40;0.325;1000;198.428
40;0.325;1100;140.575
40;0.325;1200;109.683
40;0.35;900;252.805
40;0.35;1000;199.363
40;0.35;1100;141.391
40;0.35;1200;110.321
40;0.375;900;253.453
40;0.375;1000;200.24
40;0.375;1100;142.207
40;0.375;1200;110.844
40;0.4;900;254.454
40;0.4;1000;200.999
40;0.4;1100;142.673
40;0.4;1200;111.018
40;0.425;900;255.279
40;0.425;1000;200.473
40;0.425;1100;143.372
40;0.425;1200;111.018
40;0.45;900;256.104
40;0.45;1000;200.941
40;0.45;1100;143.372
40;0.45;1200;111.018
40;0.475;900;256.693
40;0.475;1000;201.584
40;0.475;1100;143.606
40;0.475;1200;111.192
40;0.5;900;257.341
40;0.5;1000;201.058
40;0.5;1100;144.13
40;0.5;1200;111.309
40;0.525;900;257.341
40;0.525;1000;200.357
40;0.525;1100;144.421
40;0.525;1200;111.192
40;0.55;900;257.813
40;0.55;1000;200.357
40;0.55;1100;144.421
40;0.55;1200;110.67
40;0.575;900;258.048
40;0.575;1000;199.305
40;0.575;1100;144.713
40;0.575;1200;110.67
40;0.6;900;258.343
40;0.6;1000;198.428
40;0.6;1100;144.713
40;0.6;1200;110.67
40;0.625;900;258.696
40;0.625;1000;197.435
40;0.625;1100;144.713
40;0.625;1200;110.67
40;0.65;900;258.696
40;0.65;1000;195.974
40;0.65;1100;144.713
40;0.65;1200;109.857
40;0.675;900;258.696
40;0.675;1000;193.988
40;0.675;1100;144.305
40;0.675;1200;109.392
40;0.7;900;259.05
40;0.7;1000;191.534
40;0.7;1100;143.78
40;0.7;1200;108.986
100;0.05;900;237.016
100;0.05;1000;172.661
100;0.05;1100;128.161
100;0.05;1200;113.573
100;0.075;900;251.45
100;0.075;1000;184.522
100;0.075;1100;135.971
100;0.075;1200;116.244
100;0.1;900;263.468
100;0.1;1000;192.468
100;0.1;1100;142.848
100;0.1;1200;118.392
100;0.125;900;272.835
100;0.125;1000;198.311
100;0.125;1100;147.219
100;0.125;1200;120.483
100;0.15;900;279.846
100;0.15;1000;203.979
100;0.15;1100;149.958
100;0.15;1200;121.818
100;0.175;900;285.737
100;0.175;1000;207.368
100;0.175;1100;153.105
100;0.175;1200;122.921
100;0.2;900;289.095
100;0.2;1000;210.29
100;0.2;1100;156.136
100;0.2;1200;122.921
100;0.225;900;292.277
100;0.225;1000;212.51
100;0.225;1100;156.952
100;0.225;1200;124.083
100;0.25;900;295.045
100;0.25;1000;213.971
100;0.25;1100;157.768
100;0.25;1200;125.186
100;0.275;900;296.695
100;0.275;1000;215.315
100;0.275;1100;158.7
100;0.275;1200;125.941
100;0.3;900;297.755
100;0.3;1000;216.308
100;0.3;1100;159.691
100;0.3;1200;126.695
100;0.325;900;298.816
100;0.325;1000;216.892
100;0.325;1100;160.507
100;0.325;1200;126.231
100;0.35;900;299.758
100;0.35;1000;217.184
100;0.35;1100;160.507
100;0.35;1200;126.986
100;0.375;900;299.758
100;0.375;1000;218.002
100;0.375;1100;161.206
100;0.375;1200;127.624
100;0.4;900;299.228
100;0.4;1000;218.47
100;0.4;1100;161.498
100;0.4;1200;127.624
100;0.425;900;299.228
100;0.425;1000;218.47
100;0.425;1100;162.197
100;0.425;1200;128.321
100;0.45;900;299.7
100;0.45;1000;217.944
100;0.45;1100;162.197
100;0.45;1200;128.321
100;0.475;900;299.7
100;0.475;1000;217.944
100;0.475;1100;161.906
100;0.475;1200;128.321
100;0.5;900;299.7
100;0.5;1000;217.418
100;0.5;1100;162.488
100;0.5;1200;129.076
100;0.525;900;299.582
100;0.525;1000;216.951
100;0.525;1100;162.43
100;0.525;1200;128.495
100;0.55;900;299.228
100;0.55;1000;216.658
100;0.55;1100;162.43
100;0.55;1200;128.147
100;0.575;900;299.228
100;0.575;1000;216.016
100;0.575;1100;162.43
100;0.575;1200;128.321
100;0.6;900;299.228
100;0.6;1000;215.315
100;0.6;1100;161.964
100;0.6;1200;128.205
100;0.625;900;299.11
100;0.625;1000;215.022
100;0.625;1100;161.498
100;0.625;1200;128.205
100;0.65;900;298.58
100;0.65;1000;214.38
100;0.65;1100;161.498
100;0.65;1200;127.683
100;0.675;900;298.58
100;0.675;1000;213.62
100;0.675;1100;161.031
100;0.675;1200;127.276
100;0.7;900;298.109
100;0.7;1000;213.094
100;0.7;1100;160.623
100;0.7;1200;126.986
